,call_failure,total_seconds_calls,total_number_calls,total_number_sms,distinct_call_numbers,customer_value,complains,subs_length,charge_amount,tariff_plan,status,age,Churn
660,8.0,6108.0,96.0,16.0,15.0,312.16,0,38,0,1,1,30,0
661,11.0,2428.0,55.0,17.0,20.0,167.32,1,38,0,1,2,30,0
662,27.0,4472.459682539683,69.46063492063492,63.0,35.0,874.24,0,38,3,1,1,30,0
663,6.0,3285.0,28.0,73.17492063492064,11.0,470.9729158730159,0,38,1,1,1,30,0
664,11.0,4472.459682539683,183.0,159.0,33.0,1429.11,0,37,0,1,1,25,0
665,5.0,6690.0,87.0,195.0,29.0,1051.08,0,37,1,1,1,30,0
666,2.0,1065.0,15.0,9.0,14.0,89.1,0,37,0,1,2,25,0
667,4.0,900.0,15.0,22.0,11.0,124.6,0,38,0,1,2,30,0
668,2.0,190.0,1.0,9.0,3.0,49.095,0,37,0,1,2,25,1
669,5.0,7698.0,128.0,73.17492063492064,46.0,470.9729158730159,0,37,0,1,1,25,0
670,9.0,11655.0,155.0,20.0,50.0,345.25,0,37,1,1,1,45,0
671,10.0,6908.0,76.0,117.0,40.0,840.78,0,37,1,1,1,25,0
672,25.0,1145.0,48.0,25.0,20.0,166.185,1,33,0,1,2,25,1
673,23.0,10625.0,94.0,10.0,45.0,175.785,0,36,8,1,1,55,0
674,15.0,6008.0,99.0,35.0,27.0,432.315,0,36,1,1,1,25,1
675,3.0,3030.0,23.0,9.0,17.0,158.12,0,34,0,1,1,30,0
676,11.0,3180.0,42.0,18.0,19.0,200.88,1,35,0,1,2,30,1
677,11.0,2458.0,45.0,43.0,34.0,272.12,1,36,0,1,2,30,1
678,2.0,323.0,3.0,9.0,5.0,49.04,0,36,0,1,2,30,1
679,3.0,1858.0,26.0,9.0,9.0,111.36,0,36,0,1,1,30,0
680,5.0,6975.0,98.0,23.0,25.0,140.595,0,33,1,1,1,55,0
681,2.0,818.0,8.0,18.0,7.0,65.65,0,36,0,1,2,45,1
682,2.0,528.0,5.0,13.0,5.0,27.495,0,36,1,1,1,55,0
683,27.0,4472.459682539683,69.46063492063492,9.0,23.50984126984127,783.18,0,31,3,1,1,25,0
684,8.0,7155.0,117.0,73.17492063492064,36.0,1587.24,0,34,3,2,1,25,0
685,4.0,3908.0,83.0,11.0,31.0,229.095,0,36,0,1,1,25,0
686,5.0,1855.0,45.0,47.0,23.0,264.0,0,35,0,1,2,30,0
687,8.0,2970.0,54.0,184.0,26.0,964.08,0,36,0,1,1,25,0
688,6.0,1505.0,37.0,202.0,14.0,978.39,1,27,1,2,1,25,1
689,6.0,1758.0,40.0,39.0,23.50984126984127,142.45,0,26,0,1,1,45,0
690,13.0,890.0,26.0,19.0,10.0,126.72,0,27,0,1,2,25,0
691,2.0,1015.0,11.0,30.0,6.0,100.65,0,26,0,1,2,45,0
692,12.0,1415.0,33.0,28.0,16.0,191.16,0,25,0,1,1,25,0
693,4.0,3415.0,62.0,17.0,26.0,207.08,0,25,0,1,1,30,0
694,4.0,1885.0,27.0,37.0,17.0,252.54,0,18,0,1,1,25,0
695,18.0,6582.0,142.0,94.0,45.0,725.58,0,17,1,2,1,25,0
696,14.0,9122.0,172.0,82.0,43.0,437.35,0,15,0,1,1,45,0
697,10.0,3042.0,46.0,40.0,22.0,283.52,0,16,3,1,1,30,0
698,4.0,4580.0,41.0,73.17492063492064,13.0,1080.84,0,9,1,1,1,30,0
699,5.0,1677.0,20.0,9.0,10.0,103.88,0,9,1,1,1,30,1
700,6.0,4180.0,70.0,0.0,14.0,170.0,0,38,0,1,1,30,0
701,0.0,128.0,4.0,0.0,1.0,5.94,0,39,0,1,2,25,0
702,8.0,2263.0,59.0,73.17492063492064,21.0,1492.88,0,37,0,1,1,30,0
703,8.0,4008.0,65.0,0.0,32.0,224.015,0,38,0,1,1,15,0
704,1.0,2203.0,57.0,0.0,30.0,124.3,0,38,0,1,1,15,0
705,9.0,3585.0,81.0,23.0,25.0,238.64,0,38,1,1,1,30,0
706,2.0,2170.0,38.0,73.17492063492064,15.0,1192.32,0,38,0,1,1,30,0
707,11.0,8925.0,120.0,135.0,40.0,901.8,0,37,2,1,1,30,0
708,5.0,13583.0,168.0,0.0,41.0,550.04,0,38,0,1,1,30,0
709,5.0,4325.0,82.0,0.0,22.0,176.28,0,38,1,1,1,30,0
710,4.0,5728.0,94.0,0.0,9.0,232.88,0,38,0,1,1,30,0
711,7.0,2048.0,53.0,0.0,14.0,84.04,0,38,0,1,2,30,0
712,23.0,4472.459682539683,69.46063492063492,45.0,29.0,786.96,0,38,3,1,1,30,0
713,2.0,2905.0,26.0,73.17492063492064,5.0,470.9729158730159,0,38,1,1,1,30,0
714,7.0,4472.459682539683,181.0,141.0,27.0,1330.92,0,37,0,1,1,25,0
715,1.0,6310.0,85.0,177.0,23.0,963.8,0,37,1,1,1,30,0
716,0.0,685.0,13.0,0.0,8.0,31.41,0,37,0,1,2,25,0
717,0.0,520.0,13.0,4.0,5.0,37.32,0,38,0,1,2,30,0
718,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,2,25,1
719,1.0,7318.0,126.0,73.17492063492064,40.0,470.9729158730159,0,37,0,1,1,25,0
720,5.0,11275.0,153.0,2.0,44.0,290.7,0,37,1,1,1,45,0
721,6.0,6528.0,74.0,99.0,34.0,742.59,0,37,1,1,1,25,0
722,21.0,765.0,46.0,7.0,14.0,67.995,0,33,0,1,2,25,1
723,19.0,10245.0,92.0,0.0,39.0,155.055,0,36,8,2,1,55,0
724,11.0,5628.0,97.0,17.0,21.0,334.125,0,36,1,1,1,25,1
725,0.0,2650.0,21.0,0.0,11.0,106.84,0,34,0,1,1,30,0
726,7.0,2800.0,40.0,0.0,13.0,113.6,1,35,0,1,2,30,1
727,7.0,2078.0,43.0,25.0,28.0,184.84,0,36,0,1,2,30,1
728,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,2,30,1
729,0.0,1478.0,24.0,0.0,3.0,60.08,0,36,0,1,1,30,0
730,1.0,6595.0,96.0,5.0,19.0,107.865,0,33,1,1,1,55,0
731,0.0,438.0,6.0,0.0,1.0,11.1,0,36,0,1,2,45,1
732,0.0,0.0,0.0,0.0,0.0,0.0,0,36,1,1,1,55,0
733,23.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,725.49,0,31,3,1,1,25,0
734,4.0,6775.0,115.0,73.17492063492064,30.0,1489.05,0,34,3,2,1,25,0
735,0.0,3528.0,81.0,0.0,25.0,162.405,0,36,0,1,1,25,0
736,1.0,1475.0,43.0,29.0,17.0,176.72,0,35,0,1,2,30,0
737,4.0,2590.0,52.0,166.0,20.0,865.89,0,36,0,1,1,25,0
738,2.0,1125.0,35.0,184.0,8.0,880.2,0,27,1,2,1,25,0
739,2.0,1378.0,38.0,21.0,65.0,87.9,0,26,0,1,1,45,0
740,9.0,510.0,24.0,1.0,4.0,28.53,0,27,0,1,2,25,0
741,0.0,635.0,9.0,12.0,1.0,46.1,0,26,0,1,2,45,0
742,8.0,1035.0,31.0,10.0,10.0,92.97,0,25,0,1,1,25,0
743,0.0,3035.0,60.0,0.0,20.0,123.8,0,25,0,1,1,30,0
744,0.0,1505.0,25.0,19.0,11.0,154.35,0,18,0,1,1,25,0
745,14.0,6202.0,140.0,76.0,39.0,627.39,0,17,1,2,1,25,0
746,10.0,8742.0,170.0,64.0,37.0,382.8,0,15,0,1,1,45,0
747,6.0,2662.0,44.0,22.0,16.0,196.24,0,16,3,1,1,30,0
748,0.0,4200.0,39.0,206.0,7.0,993.56,0,9,1,1,1,30,0
749,1.0,1297.0,18.0,0.0,4.0,52.6,0,9,1,1,1,30,1
750,6.0,4370.0,65.0,0.0,16.0,199.575,0,33,0,1,1,25,0
751,0.0,318.0,4.0,0.0,3.0,14.49,0,34,0,1,2,25,0
752,8.0,2453.0,54.0,73.17492063492064,23.0,1692.315,0,32,0,1,1,25,0
753,8.0,4198.0,60.0,0.0,34.0,234.19,0,33,0,1,1,15,0
754,1.0,2393.0,52.0,0.0,32.0,134.475,0,33,0,1,1,15,0
755,9.0,3775.0,76.0,24.0,27.0,281.295,0,33,0,1,1,25,0
756,2.0,2360.0,33.0,73.17492063492064,17.0,1203.72,0,33,0,1,1,30,0
757,11.0,9115.0,115.0,136.0,42.0,913.2,0,32,1,1,1,30,0
758,5.0,13773.0,163.0,0.0,43.0,557.44,0,33,0,1,1,30,0
759,5.0,4515.0,77.0,0.0,24.0,183.68,0,33,0,1,1,30,0
760,4.0,5918.0,89.0,0.0,11.0,270.315,0,33,0,1,1,25,0
761,7.0,2238.0,48.0,0.0,16.0,91.44,1,33,0,1,2,30,0
762,23.0,4472.459682539683,69.46063492063492,46.0,31.0,798.36,0,33,2,1,1,30,0
763,2.0,3095.0,21.0,73.17492063492064,7.0,470.9729158730159,0,33,0,1,1,30,0
764,7.0,4472.459682539683,176.0,142.0,29.0,1343.745,0,32,0,1,1,25,0
765,1.0,6500.0,80.0,178.0,25.0,975.2,0,32,0,1,1,30,0
766,0.0,875.0,8.0,0.0,10.0,39.735,0,32,0,1,2,25,0
767,0.0,710.0,8.0,5.0,7.0,54.81,0,33,0,1,2,25,0
768,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,1,2,25,1
769,1.0,7508.0,121.0,73.17492063492064,42.0,470.9729158730159,0,32,0,1,1,25,0
770,5.0,11465.0,148.0,3.0,46.0,476.52,0,32,0,1,1,30,0
771,6.0,6718.0,69.0,100.0,36.0,755.415,0,32,0,1,1,25,0
772,21.0,955.0,41.0,8.0,16.0,80.82,1,28,0,1,2,25,1
773,19.0,10435.0,87.0,0.0,41.0,263.05,0,31,7,1,1,45,0
774,11.0,5818.0,92.0,18.0,23.0,346.95,0,31,0,1,1,25,1
775,0.0,2840.0,16.0,0.0,13.0,114.24,0,29,0,1,1,30,0
776,7.0,2990.0,35.0,1.0,15.0,140.625,1,30,0,1,2,25,1
777,7.0,2268.0,38.0,26.0,30.0,196.24,1,31,0,1,2,30,1
778,0.0,0.0,0.0,0.0,0.0,0.0,1,31,0,1,2,25,1
779,0.0,1668.0,19.0,0.0,5.0,67.48,0,31,0,1,1,30,0
780,1.0,6785.0,91.0,6.0,21.0,186.9,0,28,0,1,1,45,0
781,0.0,628.0,1.0,1.0,3.0,18.225,0,31,0,1,2,45,1
782,0.0,338.0,5.0,0.0,1.0,8.575,0,31,0,1,1,45,0
783,23.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,733.815,0,26,2,1,1,25,0
784,4.0,6965.0,110.0,73.17492063492064,32.0,1501.875,0,29,2,2,1,25,0
785,0.0,3718.0,76.0,0.0,27.0,170.73,0,31,0,1,1,25,0
786,1.0,1665.0,38.0,30.0,19.0,188.12,0,30,0,1,2,30,0
787,4.0,2780.0,47.0,167.0,22.0,878.715,0,31,0,1,1,25,0
788,2.0,1315.0,30.0,185.0,10.0,893.025,0,22,0,2,1,25,0
789,2.0,1568.0,33.0,22.0,67.0,95.025,0,21,0,1,1,45,0
790,9.0,700.0,19.0,2.0,6.0,41.355,0,22,0,1,2,25,0
791,0.0,825.0,4.0,13.0,2.0,53.225,0,21,0,1,2,45,0
792,8.0,1225.0,26.0,11.0,12.0,105.795,0,20,0,1,1,25,0
793,0.0,3225.0,55.0,0.0,22.0,131.2,0,20,0,1,1,30,0
794,0.0,1695.0,20.0,20.0,13.0,167.175,0,13,0,1,1,25,0
795,14.0,6392.0,135.0,77.0,41.0,782.485,0,12,0,2,1,15,0
796,10.0,8932.0,165.0,65.0,39.0,389.925,0,10,0,1,1,45,0
797,6.0,2852.0,39.0,23.0,18.0,207.64,0,11,2,1,1,30,0
798,0.0,4390.0,34.0,207.0,9.0,1004.96,0,4,0,1,1,30,0
799,1.0,1487.0,13.0,0.0,6.0,67.5,0,4,0,1,1,25,1
800,10.0,4370.0,77.0,13.0,18.0,229.88,0,43,1,1,1,30,0
801,2.0,318.0,11.0,15.0,5.0,73.16,0,44,0,1,2,30,0
802,12.0,2453.0,66.0,73.17492063492064,25.0,1568.76,0,42,1,1,1,30,0
803,12.0,4198.0,72.0,9.0,36.0,284.35,0,43,1,1,1,15,0
804,5.0,2393.0,64.0,10.0,34.0,155.565,0,43,1,1,1,25,0
805,13.0,3775.0,88.0,40.0,29.0,314.52,0,43,2,1,1,30,0
806,6.0,2360.0,45.0,73.17492063492064,19.0,792.625,0,43,1,1,1,45,0
807,15.0,9115.0,127.0,152.0,44.0,977.68,0,42,3,1,1,30,0
808,9.0,13773.0,175.0,8.0,45.0,589.92,0,43,1,1,1,30,0
809,9.0,4515.0,89.0,10.0,26.0,224.16,0,43,2,1,1,30,0
810,8.0,5918.0,101.0,15.0,13.0,300.76,0,43,1,1,1,30,0
811,11.0,2238.0,60.0,16.0,18.0,155.92,1,43,0,1,2,30,0
812,27.0,4472.459682539683,69.46063492063492,62.0,33.0,862.84,0,43,4,1,1,30,0
813,6.0,3095.0,33.0,73.17492063492064,9.0,1305.7,0,43,2,1,1,45,0
814,11.0,4472.459682539683,188.0,158.0,31.0,1416.285,0,42,1,1,1,25,0
815,5.0,6500.0,92.0,194.0,27.0,1039.68,0,42,2,1,1,30,0
816,2.0,875.0,20.0,8.0,12.0,76.275,0,42,0,1,2,25,0
817,4.0,710.0,20.0,21.0,9.0,113.2,0,43,0,1,2,30,0
818,0.0,0.0,0.0,8.0,0.0,36.0,0,42,0,1,2,25,1
819,5.0,7508.0,133.0,73.17492063492064,44.0,470.9729158730159,0,42,1,1,1,30,0
820,9.0,11465.0,160.0,19.0,48.0,338.125,0,42,2,1,1,45,0
821,10.0,6718.0,81.0,116.0,38.0,827.955,0,42,2,1,1,25,0
822,25.0,955.0,53.0,24.0,18.0,136.32,1,38,0,1,2,30,1
823,23.0,10435.0,99.0,9.0,43.0,171.51,0,41,9,2,1,55,0
824,15.0,5818.0,104.0,34.0,25.0,372.88,0,41,2,1,1,30,0
825,3.0,2840.0,28.0,8.0,15.0,146.72,0,39,1,1,1,30,0
826,11.0,2990.0,47.0,17.0,17.0,189.48,0,40,0,1,2,30,1
827,11.0,2268.0,50.0,42.0,32.0,162.95,1,41,0,1,2,45,1
828,2.0,133.0,8.0,8.0,3.0,37.64,0,41,0,1,2,30,1
829,3.0,1668.0,31.0,8.0,7.0,62.475,0,41,1,1,1,45,0
830,5.0,6785.0,103.0,22.0,23.0,136.32,0,38,2,1,1,55,0
831,2.0,628.0,13.0,17.0,5.0,58.525,0,41,0,1,2,45,1
832,2.0,338.0,10.0,12.0,3.0,23.22,0,41,2,1,1,55,0
833,27.0,4472.459682539683,69.46063492063492,8.0,23.50984126984127,770.355,0,36,4,1,1,25,0
834,8.0,6965.0,122.0,73.17492063492064,34.0,1399.48,0,39,4,2,1,30,0
835,4.0,3718.0,88.0,10.0,29.0,192.24,0,41,1,1,1,30,0
836,5.0,1665.0,50.0,46.0,21.0,157.875,0,40,0,1,2,45,0
837,8.0,2780.0,59.0,183.0,24.0,951.255,0,41,1,1,1,25,0
838,6.0,1315.0,42.0,201.0,12.0,858.28,1,32,2,2,1,30,1
839,6.0,1568.0,45.0,38.0,69.0,81.195,0,31,1,1,1,55,0
840,13.0,700.0,31.0,18.0,8.0,101.24,0,32,0,1,2,30,0
841,2.0,825.0,16.0,29.0,4.0,93.525,0,31,0,1,2,45,0
842,12.0,1225.0,38.0,27.0,14.0,178.335,0,30,1,1,1,25,0
843,4.0,3225.0,67.0,16.0,24.0,195.68,0,30,1,1,1,30,0
844,4.0,1695.0,32.0,36.0,15.0,213.08,0,23,1,1,1,30,0
845,18.0,6392.0,147.0,93.0,43.0,712.755,0,22,2,2,1,25,0
846,14.0,8932.0,177.0,81.0,41.0,258.135,0,20,1,1,1,55,0
847,10.0,2852.0,51.0,39.0,20.0,272.12,0,21,4,1,1,30,0
848,4.0,4390.0,46.0,73.17492063492064,11.0,1069.44,0,14,2,1,1,30,0
849,5.0,1487.0,25.0,8.0,8.0,92.48,1,14,2,1,1,30,1
850,14.0,5080.0,82.0,30.0,17.0,326.48,0,39,1,1,1,30,0
851,6.0,1028.0,16.0,15.0,4.0,101.76,0,40,0,1,2,30,0
852,16.0,3163.0,71.0,73.17492063492064,24.0,1597.36,0,38,1,1,1,30,0
853,16.0,4908.0,77.0,9.0,35.0,323.675,0,39,1,1,1,15,0
854,9.0,3103.0,69.0,10.0,33.0,187.74,0,39,1,1,1,25,0
855,17.0,4485.0,93.0,40.0,28.0,343.12,0,39,2,1,1,30,0
856,10.0,3070.0,50.0,73.17492063492064,18.0,1296.8,0,39,1,1,1,30,0
857,19.0,9825.0,132.0,152.0,43.0,1006.28,0,38,3,1,1,30,0
858,13.0,4472.459682539683,180.0,8.0,44.0,618.52,0,39,1,1,1,30,0
859,13.0,5225.0,94.0,10.0,25.0,252.76,0,39,2,1,1,30,0
860,12.0,6628.0,106.0,15.0,12.0,329.36,0,39,1,1,1,30,0
861,15.0,2948.0,65.0,16.0,17.0,184.52,0,39,0,1,2,30,0
862,7.627936507936508,4472.459682539683,69.46063492063492,62.0,32.0,891.44,1,39,4,1,1,30,0
863,10.0,3805.0,38.0,73.17492063492064,8.0,470.9729158730159,0,39,2,1,1,30,0
864,15.0,4472.459682539683,193.0,158.0,30.0,1448.46,0,38,1,1,1,25,0
865,9.0,7210.0,97.0,194.0,26.0,1068.28,0,38,2,1,1,30,0
866,6.0,1585.0,25.0,8.0,11.0,108.45,0,38,0,1,2,25,0
867,8.0,1420.0,25.0,21.0,8.0,141.8,0,39,0,1,2,30,0
868,6.0,710.0,11.0,8.0,2.0,68.445,0,38,0,1,2,25,1
869,9.0,8218.0,138.0,73.17492063492064,43.0,470.9729158730159,0,38,1,1,1,30,0
870,13.0,12175.0,165.0,19.0,47.0,356.0,0,38,2,1,1,45,0
871,14.0,7428.0,86.0,116.0,37.0,860.13,0,38,2,1,1,25,0
872,7.627936507936508,1665.0,58.0,24.0,17.0,164.92,1,34,0,1,2,30,1
873,27.0,11145.0,104.0,9.0,42.0,182.235,0,37,9,2,1,55,0
874,19.0,6528.0,109.0,34.0,24.0,451.665,0,37,2,1,1,25,0
875,7.0,3550.0,33.0,8.0,14.0,175.32,0,35,1,1,1,30,0
876,15.0,3700.0,52.0,17.0,16.0,218.08,1,36,0,1,2,30,1
877,15.0,2978.0,55.0,42.0,31.0,289.32,1,37,0,1,2,30,1
878,6.0,843.0,13.0,8.0,2.0,66.24,0,37,0,1,2,30,1
879,7.0,2378.0,36.0,8.0,6.0,80.35,0,37,1,1,1,45,0
880,9.0,7495.0,108.0,22.0,22.0,147.045,0,34,2,1,1,55,0
881,6.0,1338.0,18.0,17.0,4.0,76.4,1,37,0,1,2,45,1
882,6.0,1048.0,15.0,12.0,2.0,33.945,0,37,2,1,1,55,0
883,7.627936507936508,4472.459682539683,69.46063492063492,8.0,23.50984126984127,802.53,1,32,4,1,1,25,0
884,12.0,7675.0,127.0,73.17492063492064,33.0,1428.08,1,35,4,2,1,30,0
885,8.0,4428.0,93.0,10.0,28.0,220.84,0,37,1,1,1,30,0
886,9.0,2375.0,55.0,46.0,20.0,281.2,0,36,0,1,2,30,0
887,12.0,3490.0,64.0,183.0,23.0,983.43,0,37,1,1,1,25,0
888,10.0,2025.0,47.0,201.0,11.0,886.88,0,28,2,2,1,30,0
889,10.0,2278.0,50.0,38.0,68.0,153.2,0,27,1,1,1,45,0
890,17.0,1410.0,36.0,18.0,7.0,129.84,0,28,0,1,2,30,0
891,6.0,1535.0,21.0,29.0,3.0,111.4,0,27,0,1,2,45,0
892,16.0,1935.0,43.0,27.0,13.0,210.51,0,26,1,1,1,25,0
893,8.0,3935.0,72.0,16.0,23.0,224.28,0,26,1,1,1,30,0
894,8.0,2405.0,37.0,36.0,14.0,271.89,0,19,1,1,1,25,0
895,22.0,7102.0,152.0,93.0,42.0,744.93,0,18,2,2,1,25,0
896,18.0,9642.0,182.0,81.0,40.0,268.86,0,16,1,1,1,55,0
897,14.0,3562.0,56.0,39.0,19.0,300.72,0,17,4,2,1,30,0
898,8.0,5100.0,51.0,73.17492063492064,10.0,1098.04,0,10,2,1,1,30,0
899,9.0,2197.0,30.0,8.0,7.0,121.08,0,10,2,1,1,30,1
900,2.0,3660.0,60.0,0.0,17.0,167.4,0,37,0,1,1,25,0
901,0.0,0.0,0.0,0.0,0.0,0.0,0,38,0,1,2,25,0
902,4.0,1743.0,49.0,73.17492063492064,24.0,1583.64,0,36,0,1,1,25,0
903,4.0,3488.0,55.0,0.0,35.0,194.865,0,37,0,1,1,15,0
904,0.0,1683.0,47.0,0.0,33.0,95.15,0,37,0,1,1,15,0
905,5.0,3065.0,71.0,7.0,28.0,153.44,0,37,0,1,1,30,0
906,0.0,1650.0,28.0,73.17492063492064,18.0,1107.12,0,37,0,1,1,30,0
907,7.0,8405.0,110.0,119.0,43.0,816.6,0,36,1,1,1,30,0
908,1.0,13063.0,158.0,0.0,44.0,528.84,0,37,0,1,1,30,0
909,1.0,3805.0,72.0,0.0,25.0,155.08,0,37,0,1,1,30,0
910,0.0,5208.0,84.0,0.0,12.0,238.14,0,37,0,1,1,25,0
911,3.0,1528.0,43.0,0.0,17.0,62.84,0,37,0,1,2,30,0
912,19.0,4472.459682539683,69.46063492063492,29.0,32.0,701.76,0,37,2,1,1,30,0
913,0.0,2385.0,16.0,73.17492063492064,8.0,470.9729158730159,0,37,0,1,1,30,0
914,3.0,4472.459682539683,171.0,125.0,30.0,1235.07,0,36,0,1,1,25,0
915,0.0,5790.0,75.0,161.0,26.0,878.6,0,36,0,1,1,30,0
916,0.0,165.0,3.0,0.0,11.0,7.56,0,36,0,1,2,25,0
917,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,2,25,0
918,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,2,25,1
919,0.0,6798.0,116.0,73.17492063492064,43.0,470.9729158730159,0,36,0,1,1,25,0
920,1.0,10755.0,143.0,0.0,47.0,435.92,0,36,0,1,1,30,0
921,2.0,6008.0,64.0,83.0,37.0,646.74,0,36,0,1,1,25,0
922,17.0,245.0,36.0,0.0,17.0,12.645,0,32,0,1,2,25,1
923,15.0,9725.0,82.0,0.0,42.0,245.175,0,35,7,1,1,45,0
924,7.0,5108.0,87.0,1.0,24.0,238.275,0,35,0,1,1,25,1
925,0.0,2130.0,11.0,0.0,14.0,85.64,0,33,0,1,1,30,0
926,3.0,2280.0,30.0,0.0,16.0,103.95,1,34,0,1,2,25,1
927,3.0,1558.0,33.0,9.0,31.0,99.64,0,35,0,1,2,30,1
928,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,2,30,1
929,0.0,958.0,14.0,0.0,6.0,38.88,0,35,0,1,1,30,0
930,0.0,6075.0,86.0,0.0,22.0,154.025,0,32,0,1,1,45,0
931,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,2,45,1
932,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,1,55,0
933,19.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,701.64,0,30,2,1,1,25,0
934,0.0,6255.0,105.0,73.17492063492064,33.0,1393.2,0,33,2,2,1,25,0
935,0.0,3008.0,71.0,0.0,28.0,138.555,0,35,0,1,1,25,0
936,0.0,955.0,33.0,13.0,20.0,91.52,0,34,0,1,2,30,0
937,0.0,2070.0,42.0,150.0,23.0,770.04,0,35,0,1,1,25,0
938,0.0,605.0,25.0,168.0,11.0,784.35,0,26,0,2,1,25,0
939,0.0,858.0,28.0,5.0,68.0,34.65,0,25,0,1,1,45,0
940,0.0,0.0,0.0,0.0,0.0,0.0,0,26,0,1,2,25,0
941,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,1,2,45,0
942,4.0,515.0,21.0,0.0,13.0,24.12,0,24,0,1,1,25,0
943,0.0,2515.0,50.0,0.0,23.0,102.6,0,24,0,1,1,30,0
944,0.0,985.0,15.0,3.0,14.0,58.5,0,17,0,1,1,25,0
945,10.0,5682.0,130.0,60.0,42.0,649.66,0,16,0,2,1,15,0
946,6.0,8222.0,160.0,48.0,40.0,329.55,0,14,0,1,1,45,0
947,2.0,2142.0,34.0,6.0,19.0,111.04,0,15,2,1,1,30,0
948,0.0,3680.0,29.0,190.0,10.0,908.36,0,8,0,1,1,30,0
949,0.0,777.0,8.0,0.0,7.0,31.4,0,8,0,1,1,30,1
950,8.0,4370.0,71.0,5.0,17.0,197.64,0,38,0,1,1,30,0
951,0.0,318.0,5.0,7.0,4.0,46.035,0,39,0,1,2,25,0
952,10.0,2453.0,60.0,73.17492063492064,24.0,1536.52,0,37,0,1,1,30,0
953,10.0,4198.0,66.0,1.0,35.0,240.02,0,38,0,1,1,15,0
954,3.0,2393.0,58.0,2.0,33.0,145.805,0,38,0,1,1,15,0
955,11.0,3775.0,82.0,32.0,28.0,282.28,0,38,1,1,1,30,0
956,4.0,2360.0,39.0,73.17492063492064,18.0,1235.96,0,38,0,1,1,30,0
957,13.0,9115.0,121.0,144.0,43.0,945.44,0,37,2,1,1,30,0
958,7.0,13773.0,169.0,0.0,44.0,557.68,0,38,0,1,1,30,0
959,7.0,4515.0,83.0,2.0,25.0,191.92,0,38,1,1,1,30,0
960,6.0,5918.0,95.0,7.0,12.0,268.52,0,38,0,1,1,30,0
961,9.0,2238.0,54.0,8.0,17.0,123.68,1,38,0,1,2,30,0
962,25.0,4472.459682539683,69.46063492063492,54.0,32.0,830.6,0,38,3,1,1,30,0
963,4.0,3095.0,27.0,73.17492063492064,8.0,470.9729158730159,0,38,1,1,1,30,0
964,9.0,4472.459682539683,182.0,150.0,30.0,1380.015,0,37,0,1,1,25,0
965,3.0,6500.0,86.0,186.0,26.0,1007.44,0,37,1,1,1,30,0
966,0.0,875.0,14.0,0.0,11.0,40.005,0,37,0,1,2,25,0
967,2.0,710.0,14.0,13.0,8.0,80.96,0,38,0,1,2,30,0
968,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,2,25,1
969,3.0,7508.0,127.0,73.17492063492064,43.0,470.9729158730159,0,37,0,1,1,25,0
970,7.0,11465.0,154.0,11.0,47.0,317.975,0,37,1,1,1,45,0
971,8.0,6718.0,75.0,108.0,37.0,791.685,0,37,1,1,1,25,0
972,23.0,955.0,47.0,16.0,17.0,117.09,0,33,0,1,2,25,1
973,21.0,10435.0,93.0,1.0,42.0,159.42,1,36,8,1,1,55,0
974,13.0,5818.0,98.0,26.0,24.0,383.22,0,36,1,1,1,25,1
975,1.0,2840.0,22.0,0.0,14.0,114.48,0,34,0,1,1,30,0
976,9.0,2990.0,41.0,9.0,16.0,157.24,1,35,0,1,2,30,1
977,9.0,2268.0,44.0,34.0,31.0,228.48,0,36,0,1,2,30,1
978,0.0,133.0,2.0,0.0,2.0,5.4,0,36,0,1,2,30,1
979,1.0,1668.0,25.0,0.0,6.0,67.72,0,36,0,1,1,30,0
980,3.0,6785.0,97.0,14.0,22.0,124.23,0,33,1,1,1,55,0
981,0.0,628.0,7.0,9.0,4.0,38.375,0,36,0,1,2,45,1
982,0.0,338.0,4.0,4.0,2.0,11.13,0,36,1,1,1,55,0
983,25.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,734.085,0,31,3,1,1,25,0
984,6.0,6965.0,116.0,73.17492063492064,33.0,1538.145,0,34,3,2,1,25,0
985,2.0,3718.0,82.0,2.0,28.0,180.0,0,36,0,1,1,25,0
986,3.0,1665.0,44.0,38.0,20.0,220.36,0,35,0,1,2,30,0
987,6.0,2780.0,53.0,175.0,23.0,914.985,0,36,0,1,1,25,0
988,4.0,1315.0,36.0,193.0,11.0,929.295,1,27,1,2,1,25,1
989,4.0,1568.0,39.0,30.0,68.0,115.175,0,26,0,1,1,45,0
990,11.0,700.0,25.0,10.0,7.0,77.625,0,27,0,1,2,25,0
